dataset,pipeline,signal,iteration,status,elapsed,split,run_id,expected,index,y,y_hat,fy_hat,ry_hat,scores,f1,recall,precision,tn,fp,fn,tp
YAHOOA4,U_aer,A4Benchmark-TS32,0,OK,21.822363,False,61368e85-0,"[[124, 124], [133, 133], [327, 327], [554, 554], [802, 802], [860, 860], [1087, 1087], [1149, 1149], [1289, 1289], [1374, 1374], [1632, 1632]]",[   1    2    3 ... 1678 1679 1680],"[[[-0.32576702]
  [-0.26996949]
  [-0.223464  ]
  ...
  [-0.18221228]
  [-0.15209287]
  [-0.13819156]]

 [[-0.26996949]
  [-0.223464  ]
  [-0.21854366]
  ...
  [-0.15209287]
  [-0.13819156]
  [-0.13275534]]

 [[-0.223464  ]
  [-0.21854366]
  [-0.22701791]
  ...
  [-0.13819156]
  [-0.13275534]
  [-0.14431883]]

 ...

 [[-0.12045577]
  [-0.24009516]
  [-0.34014753]
  ...
  [-0.31340185]
  [-0.40121584]
  [-0.46378617]]

 [[-0.24009516]
  [-0.34014753]
  [-0.42229924]
  ...
  [-0.40121584]
  [-0.46378617]
  [-0.50467808]]

 [[-0.34014753]
  [-0.42229924]
  [-0.5287514 ]
  ...
  [-0.46378617]
  [-0.50467808]
  [-0.43367443]]]","[[[-0.3276158 ]
  [-0.310548  ]
  [-0.2822656 ]
  ...
  [-0.27835292]
  [-0.24747351]
  [-0.19597757]]

 [[-0.28516772]
  [-0.2740557 ]
  [-0.25576288]
  ...
  [-0.2418603 ]
  [-0.21336924]
  [-0.1725674 ]]

 [[-0.25185865]
  [-0.24914432]
  [-0.2415005 ]
  ...
  [-0.21789919]
  [-0.19566862]
  [-0.1665143 ]]

 ...

 [[-0.32550094]
  [-0.4580215 ]
  [-0.5041202 ]
  ...
  [-0.3442994 ]
  [-0.4475588 ]
  [-0.52086115]]

 [[-0.414816  ]
  [-0.49427837]
  [-0.47070646]
  ...
  [-0.41290447]
  [-0.5220979 ]
  [-0.58184063]]

 [[-0.47436675]
  [-0.48883784]
  [-0.3980548 ]
  ...
  [-0.47720686]
  [-0.5685819 ]
  [-0.59003377]]]","[[-0.11807784]
 [-0.11596407]
 [-0.12779118]
 ...
 [-0.49831277]
 [-0.51648855]
 [-0.46391568]]","[[-0.32199666]
 [-0.27977043]
 [-0.24255888]
 ...
 [-0.11897722]
 [-0.23058246]
 [-0.3364559 ]]",[1.         1.06986818 1.06986818 ... 1.44303217 1.3901747  1.24110787],0.16666666666666669,0.09090909090909091,1.0,,0,10,1
YAHOOA4,U_aer,A4Benchmark-TS33,0,OK,21.646089,False,61368e85-0,"[[171, 171], [1023, 1023], [1095, 1095], [1322, 1322]]",[   1    2    3 ... 1678 1679 1680],"[[[ 0.01764273]
  [ 0.18565899]
  [ 0.28349145]
  ...
  [ 0.1599099 ]
  [ 0.1911184 ]
  [ 0.2801078 ]]

 [[ 0.18565899]
  [ 0.28349145]
  [ 0.32304467]
  ...
  [ 0.1911184 ]
  [ 0.2801078 ]
  [ 0.26430022]]

 [[ 0.28349145]
  [ 0.32304467]
  [ 0.33018303]
  ...
  [ 0.2801078 ]
  [ 0.26430022]
  [ 0.19073009]]

 ...

 [[ 0.00798953]
  [-0.03466483]
  [-0.07642008]
  ...
  [-0.39790803]
  [-0.57129296]
  [-0.76065278]]

 [[-0.03466483]
  [-0.07642008]
  [-0.45407468]
  ...
  [-0.57129296]
  [-0.76065278]
  [-0.61381885]]

 [[-0.07642008]
  [-0.45407468]
  [-0.12112927]
  ...
  [-0.76065278]
  [-0.61381885]
  [-0.59303766]]]","[[[ 0.23190443]
  [ 0.34127852]
  [ 0.3836579 ]
  ...
  [ 0.05243943]
  [ 0.18569045]
  [ 0.2875966 ]]

 [[ 0.34398046]
  [ 0.39549428]
  [ 0.37229046]
  ...
  [ 0.21872878]
  [ 0.32633626]
  [ 0.36619776]]

 [[ 0.40402335]
  [ 0.38933703]
  [ 0.3142372 ]
  ...
  [ 0.32866326]
  [ 0.37562692]
  [ 0.34206474]]

 ...

 [[-0.04652754]
  [-0.14284264]
  [-0.2107249 ]
  ...
  [-0.3944415 ]
  [-0.42222926]
  [-0.44502994]]

 [[-0.23910482]
  [-0.27812997]
  [-0.24706784]
  ...
  [-0.47666207]
  [-0.502318  ]
  [-0.5067739 ]]

 [[-0.40267164]
  [-0.33002332]
  [-0.15921319]
  ...
  [-0.4646736 ]
  [-0.46729228]
  [-0.435693  ]]]","[[ 0.33168235]
 [ 0.32433423]
 [ 0.22945395]
 ...
 [-0.44834307]
 [-0.46928602]
 [-0.35051623]]","[[ 0.06748971]
 [ 0.20595685]
 [ 0.32699698]
 ...
 [ 0.05922952]
 [-0.13353582]
 [-0.36075664]]",[1.         1.06308388 1.06308388 ... 1.91840022 1.82613938 1.64539146],0.28571428571428575,0.25,0.3333333333333333,,2,3,1
YAHOOA4,U_aer,A4Benchmark-TS34,0,OK,21.917255,False,61368e85-0,"[[9, 9], [70, 70], [185, 185], [190, 190], [261, 261], [699, 699], [1464, 1464], [1596, 1596]]",[   1    2    3 ... 1678 1679 1680],"[[[-0.15844506]
  [ 0.0538792 ]
  [ 0.23993252]
  ...
  [ 0.00501701]
  [ 0.06668305]
  [ 0.15773933]]

 [[ 0.0538792 ]
  [ 0.23993252]
  [ 0.19016519]
  ...
  [ 0.06668305]
  [ 0.15773933]
  [ 0.20995666]]

 [[ 0.23993252]
  [ 0.19016519]
  [ 0.23115812]
  ...
  [ 0.15773933]
  [ 0.20995666]
  [ 0.12574375]]

 ...

 [[-0.12541713]
  [-0.14577997]
  [-0.32145246]
  ...
  [-0.24279572]
  [-0.35872136]
  [-0.52456509]]

 [[-0.14577997]
  [-0.32145246]
  [-0.41690941]
  ...
  [-0.35872136]
  [-0.52456509]
  [-0.44761001]]

 [[-0.32145246]
  [-0.41690941]
  [-0.45421875]
  ...
  [-0.52456509]
  [-0.44761001]
  [-0.41132604]]]","[[[ 0.13373391]
  [ 0.2509286 ]
  [ 0.27976388]
  ...
  [ 0.03598325]
  [ 0.2386058 ]
  [ 0.376233  ]]

 [[ 0.25195548]
  [ 0.29453975]
  [ 0.24878508]
  ...
  [ 0.17310756]
  [ 0.3168139 ]
  [ 0.37496927]]

 [[ 0.26772898]
  [ 0.2216542 ]
  [ 0.11065383]
  ...
  [ 0.2747565 ]
  [ 0.3353946 ]
  [ 0.30834705]]

 ...

 [[-0.27779916]
  [-0.41653422]
  [-0.48473662]
  ...
  [-0.16409026]
  [-0.3066842 ]
  [-0.43565005]]

 [[-0.43276638]
  [-0.50606763]
  [-0.48420614]
  ...
  [-0.33294585]
  [-0.47013903]
  [-0.5503695 ]]

 [[-0.49297893]
  [-0.48644286]
  [-0.38734317]
  ...
  [-0.4566073 ]
  [-0.54444903]
  [-0.54609734]]]","[[ 0.41858742]
 [ 0.33633178]
 [ 0.20088625]
 ...
 [-0.5074995 ]
 [-0.5337009 ]
 [-0.4404678 ]]","[[-0.07597037]
 [ 0.1021979 ]
 [ 0.21982919]
 ...
 [-0.06715428]
 [-0.24936557]
 [-0.38233384]]",[1.         1.06249478 1.06249478 ... 1.31678444 1.3309686  1.23114331],0.8571428571428571,0.75,1.0,,0,2,6
YAHOOA4,U_aer,A4Benchmark-TS35,0,OK,21.924628,False,61368e85-0,"[[35, 35], [38, 38], [139, 139], [142, 142], [165, 165], [190, 190], [231, 231], [733, 733], [1059, 1059], [1335, 1335], [1375, 1375], [1619, 1619]]",[   1    2    3 ... 1678 1679 1680],"[[[-0.2711659 ]
  [-0.1909062 ]
  [-0.1058629 ]
  ...
  [-0.18650577]
  [-0.11811805]
  [-0.08862485]]

 [[-0.1909062 ]
  [-0.1058629 ]
  [-0.03257531]
  ...
  [-0.11811805]
  [-0.08862485]
  [-0.08248337]]

 [[-0.1058629 ]
  [-0.03257531]
  [-0.0114324 ]
  ...
  [-0.08862485]
  [-0.08248337]
  [-0.087201  ]]

 ...

 [[-0.2075184 ]
  [-0.33310813]
  [-0.47031756]
  ...
  [-0.5431129 ]
  [-0.68432165]
  [-0.68593743]]

 [[-0.33310813]
  [-0.47031756]
  [-0.57920478]
  ...
  [-0.68432165]
  [-0.68593743]
  [-0.65998833]]

 [[-0.47031756]
  [-0.57920478]
  [-0.63599353]
  ...
  [-0.68593743]
  [-0.65998833]
  [-0.56529818]]]","[[[-0.29292116]
  [-0.27156734]
  [-0.24454851]
  ...
  [-0.1673935 ]
  [-0.11956745]
  [-0.07021631]]

 [[-0.1962772 ]
  [-0.17927003]
  [-0.16173525]
  ...
  [-0.13466881]
  [-0.0922568 ]
  [-0.05347599]]

 [[-0.1113209 ]
  [-0.10589889]
  [-0.10260756]
  ...
  [-0.12111878]
  [-0.09043941]
  [-0.06580086]]

 ...

 [[-0.3481019 ]
  [-0.35724857]
  [-0.33107284]
  ...
  [-0.67156845]
  [-0.72249776]
  [-0.7405115 ]]

 [[-0.4580806 ]
  [-0.44296095]
  [-0.39438358]
  ...
  [-0.71761876]
  [-0.7498587 ]
  [-0.7426888 ]]

 [[-0.57015   ]
  [-0.5313407 ]
  [-0.464089  ]
  ...
  [-0.70314157]
  [-0.7045962 ]
  [-0.66426015]]]","[[-0.02093788]
 [-0.02028328]
 [-0.04852423]
 ...
 [-0.7128788 ]
 [-0.68431854]
 [-0.5732621 ]]","[[-0.30528787]
 [-0.21229185]
 [-0.12010819]
 ...
 [-0.2823868 ]
 [-0.41449106]
 [-0.55345994]]",[1.         1.06157526 1.06157526 ... 1.4345514  1.34450741 1.19690386],0.26666666666666666,0.16666666666666666,0.6666666666666666,,1,10,2
YAHOOA4,U_aer,A4Benchmark-TS36,0,OK,18.857872,False,61368e85-0,"[[413, 413], [454, 454], [646, 646], [756, 756], [760, 760], [776, 776], [975, 975], [1243, 1243], [1246, 1246], [1250, 1250], [1349, 1349], [1419, 1419], [1526, 1526], [1629, 1629], [1646, 1646]]",[   1    2    3 ... 1678 1679 1680],"[[[0.07700006]
  [0.2889328 ]
  [0.35735828]
  ...
  [0.33401734]
  [0.46522071]
  [0.28885952]]

 [[0.2889328 ]
  [0.35735828]
  [0.47168551]
  ...
  [0.46522071]
  [0.28885952]
  [0.32781054]]

 [[0.35735828]
  [0.47168551]
  [0.42957333]
  ...
  [0.28885952]
  [0.32781054]
  [0.34105644]]

 ...

 [[0.27978048]
  [0.24273098]
  [0.18528589]
  ...
  [0.28479186]
  [0.25840091]
  [0.22188563]]

 [[0.24273098]
  [0.18528589]
  [0.09119475]
  ...
  [0.25840091]
  [0.22188563]
  [0.23032919]]

 [[0.18528589]
  [0.09119475]
  [0.14507426]
  ...
  [0.22188563]
  [0.23032919]
  [0.2330061 ]]]","[[[0.3680481 ]
  [0.48709518]
  [0.49751586]
  ...
  [0.19556539]
  [0.34637475]
  [0.43001854]]

 [[0.46666104]
  [0.5107894 ]
  [0.4469943 ]
  ...
  [0.34031808]
  [0.44085264]
  [0.4540855 ]]

 [[0.49255204]
  [0.46015394]
  [0.3395205 ]
  ...
  [0.44186148]
  [0.4816664 ]
  [0.42653945]]

 ...

 [[0.1733143 ]
  [0.14573944]
  [0.12634875]
  ...
  [0.44121945]
  [0.38879687]
  [0.31364304]]

 [[0.11923159]
  [0.11695414]
  [0.13110514]
  ...
  [0.37676418]
  [0.32754925]
  [0.2738757 ]]

 [[0.09844429]
  [0.12783857]
  [0.17016384]
  ...
  [0.32384676]
  [0.2981896 ]
  [0.2783134 ]]]","[[0.41289282]
 [0.3604978 ]
 [0.271828  ]
 ...
 [0.22733921]
 [0.22330526]
 [0.26321706]]","[[0.14877525]
 [0.30121642]
 [0.40441123]
 ...
 [0.19436865]
 [0.13178346]
 [0.08437313]]",[1.0160402  1.03474693 1.03474693 ... 1.05794095 1.038413   1.02228155],0.6956521739130436,0.5333333333333333,1.0,,0,7,8
YAHOOA4,U_aer,A4Benchmark-TS37,0,OK,21.618414,False,61368e85-0,"[[890, 890], [941, 941], [1057, 1057]]",[   1    2    3 ... 1678 1679 1680],"[[[ 0.0097135 ]
  [ 0.05881949]
  [ 0.09942515]
  ...
  [-0.0164582 ]
  [ 0.03173053]
  [ 0.04595685]]

 [[ 0.05881949]
  [ 0.09942515]
  [ 0.12435305]
  ...
  [ 0.03173053]
  [ 0.04595685]
  [ 0.04892145]]

 [[ 0.09942515]
  [ 0.12435305]
  [ 0.12737706]
  ...
  [ 0.04595685]
  [ 0.04892145]
  [ 0.01522625]]

 ...

 [[-0.27117525]
  [-0.34637926]
  [-0.47903721]
  ...
  [-0.51624216]
  [-0.61844711]
  [-0.66311979]]

 [[-0.34637926]
  [-0.47903721]
  [-0.51509873]
  ...
  [-0.61844711]
  [-0.66311979]
  [-0.66344803]]

 [[-0.47903721]
  [-0.51509873]
  [-0.5286092 ]
  ...
  [-0.66311979]
  [-0.66344803]
  [-0.60282862]]]","[[[ 0.05748735]
  [ 0.09522101]
  [ 0.11693114]
  ...
  [-0.08403054]
  [-0.03539465]
  [ 0.00703953]]

 [[ 0.10072849]
  [ 0.12388659]
  [ 0.12735732]
  ...
  [-0.02706777]
  [ 0.01259249]
  [ 0.03613875]]

 [[ 0.12748405]
  [ 0.13380489]
  [ 0.12107299]
  ...
  [ 0.01605174]
  [ 0.03901035]
  [ 0.04124324]]

 ...

 [[-0.46229935]
  [-0.5458469 ]
  [-0.5625096 ]
  ...
  [-0.52092236]
  [-0.6200168 ]
  [-0.6874491 ]]

 [[-0.56289804]
  [-0.612967  ]
  [-0.58160955]
  ...
  [-0.60644096]
  [-0.68799424]
  [-0.70837325]]

 [[-0.603412  ]
  [-0.6068569 ]
  [-0.52749664]
  ...
  [-0.6754191 ]
  [-0.7151112 ]
  [-0.67488426]]]","[[ 0.03597467]
 [ 0.03993689]
 [ 0.02348507]
 ...
 [-0.6842841 ]
 [-0.6326993 ]
 [-0.5322547 ]]","[[ 0.00916597]
 [ 0.0583305 ]
 [ 0.09850167]
 ...
 [-0.28588712]
 [-0.39598942]
 [-0.47248375]]",[1.         1.02684044 1.02684044 ... 1.34529943 1.31245919 1.26222341],1.0,1.0,1.0,,0,0,3
YAHOOA4,U_aer,A4Benchmark-TS38,0,OK,18.751933,False,61368e85-0,"[[280, 280], [349, 349], [383, 383], [706, 706], [843, 843], [845, 845], [1081, 1081], [1105, 1105], [1373, 1373]]",[   1    2    3 ... 1678 1679 1680],"[[[ 0.16183784]
  [ 0.20346873]
  [ 0.20316676]
  ...
  [ 0.10646558]
  [ 0.1014199 ]
  [ 0.11568461]]

 [[ 0.20346873]
  [ 0.20316676]
  [ 0.22293445]
  ...
  [ 0.1014199 ]
  [ 0.11568461]
  [ 0.11988109]]

 [[ 0.20316676]
  [ 0.22293445]
  [ 0.21387417]
  ...
  [ 0.11568461]
  [ 0.11988109]
  [ 0.11219757]]

 ...

 [[-0.07781668]
  [-0.1361166 ]
  [-0.15087348]
  ...
  [-0.18560931]
  [-0.24853313]
  [-0.247125  ]]

 [[-0.1361166 ]
  [-0.15087348]
  [-0.19032464]
  ...
  [-0.24853313]
  [-0.247125  ]
  [-0.27251922]]

 [[-0.15087348]
  [-0.19032464]
  [-0.18893095]
  ...
  [-0.247125  ]
  [-0.27251922]
  [-0.24699995]]]","[[[ 0.19588712]
  [ 0.21813424]
  [ 0.22852162]
  ...
  [ 0.08030965]
  [ 0.08617758]
  [ 0.08753104]]

 [[ 0.21556616]
  [ 0.23465559]
  [ 0.24105853]
  ...
  [ 0.08542812]
  [ 0.08976582]
  [ 0.08809264]]

 [[ 0.23454335]
  [ 0.24993438]
  [ 0.2523138 ]
  ...
  [ 0.08768189]
  [ 0.08969363]
  [ 0.08438697]]

 ...

 [[-0.16389048]
  [-0.1959425 ]
  [-0.19702838]
  ...
  [-0.20986192]
  [-0.24988672]
  [-0.275503  ]]

 [[-0.20111509]
  [-0.21884258]
  [-0.20020732]
  ...
  [-0.23369642]
  [-0.2738609 ]
  [-0.29320914]]

 [[-0.23547457]
  [-0.23297226]
  [-0.19130825]
  ...
  [-0.25799274]
  [-0.29389435]
  [-0.30191052]]]","[[ 0.08010173]
 [ 0.07568645]
 [ 0.06679365]
 ...
 [-0.26535106]
 [-0.2679145 ]
 [-0.25754777]]","[[ 0.15931349]
 [ 0.18027721]
 [ 0.20177042]
 ...
 [-0.09165646]
 [-0.13389511]
 [-0.18121292]]",[1.         1.02152181 1.02152181 ... 1.14188303 1.11676353 1.07450804],0.6666666666666667,0.5555555555555556,0.8333333333333334,,1,4,5
YAHOOA4,U_aer,A4Benchmark-TS39,0,OK,21.81615,False,61368e85-0,"[[83, 83], [255, 255], [504, 504], [615, 615], [729, 729], [757, 757], [781, 781], [860, 860], [966, 966], [1045, 1045], [1127, 1127], [1285, 1285], [1413, 1413], [1446, 1446], [1456, 1456], [1667, 1667]]",[   1    2    3 ... 1678 1679 1680],"[[[ 0.02700913]
  [ 0.11091277]
  [ 0.26747731]
  ...
  [ 0.10749003]
  [ 0.22528653]
  [ 0.29253966]]

 [[ 0.11091277]
  [ 0.26747731]
  [ 0.31351586]
  ...
  [ 0.22528653]
  [ 0.29253966]
  [ 0.26742437]]

 [[ 0.26747731]
  [ 0.31351586]
  [ 0.31472904]
  ...
  [ 0.29253966]
  [ 0.26742437]
  [ 0.15463186]]

 ...

 [[ 0.10110938]
  [-0.06972595]
  [-0.24344174]
  ...
  [-0.25040256]
  [-0.50493338]
  [-0.42985055]]

 [[-0.06972595]
  [-0.24344174]
  [-0.34210707]
  ...
  [-0.50493338]
  [-0.42985055]
  [-0.49083011]]

 [[-0.24344174]
  [-0.34210707]
  [-0.29764373]
  ...
  [-0.42985055]
  [-0.49083011]
  [-0.4196216 ]]]","[[[ 0.18314546]
  [ 0.25714704]
  [ 0.2713623 ]
  ...
  [-0.03462753]
  [ 0.10952905]
  [ 0.21704826]]

 [[ 0.27440116]
  [ 0.2816096 ]
  [ 0.23352651]
  ...
  [ 0.12500808]
  [ 0.24796407]
  [ 0.29623663]]

 [[ 0.2894855 ]
  [ 0.23928383]
  [ 0.15646394]
  ...
  [ 0.24842946]
  [ 0.3150568 ]
  [ 0.29260918]]

 ...

 [[-0.20046103]
  [-0.26226896]
  [-0.24166907]
  ...
  [-0.07036936]
  [-0.2236583 ]
  [-0.33360416]]

 [[-0.28058353]
  [-0.28078187]
  [-0.20203343]
  ...
  [-0.17285994]
  [-0.3149279 ]
  [-0.37932983]]

 [[-0.30416697]
  [-0.23311892]
  [-0.09906102]
  ...
  [-0.27685478]
  [-0.37481344]
  [-0.37036288]]]","[[ 0.24881813]
 [ 0.24554627]
 [ 0.17663603]
 ...
 [-0.35964394]
 [-0.33298898]
 [-0.24762636]]","[[ 0.04960404]
 [ 0.19032764]
 [ 0.2742866 ]
 ...
 [-0.03165257]
 [-0.16376281]
 [-0.26689586]]",[1.00568465 1.05300932 1.05300932 ... 1.90727519 1.85852807 1.63598588],0.3157894736842105,0.1875,1.0,,0,13,3
YAHOOA4,U_aer,A4Benchmark-TS3,0,OK,22.138879,False,61368e85-0,"[[254, 254], [434, 434], [861, 861], [1317, 1317], [1439, 1439], [1548, 1548]]",[   1    2    3 ... 1678 1679 1680],"[[[-0.2534909 ]
  [ 0.01306653]
  [ 0.18920498]
  ...
  [ 0.11606302]
  [ 0.30155635]
  [ 0.4052803 ]]

 [[ 0.01306653]
  [ 0.18920498]
  [ 0.32227083]
  ...
  [ 0.30155635]
  [ 0.4052803 ]
  [ 0.402412  ]]

 [[ 0.18920498]
  [ 0.32227083]
  [ 0.31518202]
  ...
  [ 0.4052803 ]
  [ 0.402412  ]
  [ 0.31498771]]

 ...

 [[ 0.28835206]
  [ 0.1797053 ]
  [ 0.01889911]
  ...
  [ 0.11079028]
  [-0.00180091]
  [-0.07672984]]

 [[ 0.1797053 ]
  [ 0.01889911]
  [-0.04740263]
  ...
  [-0.00180091]
  [-0.07672984]
  [-0.08840064]]

 [[ 0.01889911]
  [-0.04740263]
  [-0.05405481]
  ...
  [-0.07672984]
  [-0.08840064]
  [-0.00805268]]]","[[[ 0.00072514]
  [ 0.08969539]
  [ 0.11053641]
  ...
  [-0.07195336]
  [ 0.11585386]
  [ 0.2838381 ]]

 [[ 0.2254405 ]
  [ 0.22950877]
  [ 0.16579925]
  ...
  [ 0.10786229]
  [ 0.29158387]
  [ 0.4021719 ]]

 [[ 0.38628   ]
  [ 0.31284803]
  [ 0.19215819]
  ...
  [ 0.2791605 ]
  [ 0.40447372]
  [ 0.42833352]]

 ...

 [[ 0.12185092]
  [ 0.03908578]
  [-0.00777057]
  ...
  [ 0.02333322]
  [-0.03226643]
  [-0.08461702]]

 [[ 0.00274765]
  [-0.04124672]
  [-0.03404237]
  ...
  [-0.01811806]
  [-0.06332627]
  [-0.09421095]]

 [[-0.05064163]
  [-0.03780464]
  [ 0.02752852]
  ...
  [-0.02059831]
  [-0.05080257]
  [-0.05861438]]]","[[ 0.37606496]
 [ 0.38686997]
 [ 0.3125133 ]
 ...
 [-0.12968993]
 [-0.10020199]
 [-0.03011918]]","[[-0.19235028]
 [ 0.08000509]
 [ 0.3245519 ]
 ...
 [ 0.23303291]
 [ 0.10264671]
 [ 0.0014013 ]]",[1.00582105 1.08087926 1.08087926 ... 1.43873157 1.34391263 1.18079973],0.2857142857142857,0.16666666666666666,1.0,,0,5,1
YAHOOA4,U_aer,A4Benchmark-TS40,0,OK,21.723266,False,61368e85-0,"[[560, 560], [570, 570], [653, 653], [722, 722], [1183, 1183], [1666, 1666]]",[   1    2    3 ... 1678 1679 1680],"[[[-0.28553901]
  [-0.25878226]
  [-0.25660443]
  ...
  [-0.15493369]
  [-0.15108159]
  [-0.13482091]]

 [[-0.25878226]
  [-0.25660443]
  [-0.24357831]
  ...
  [-0.15108159]
  [-0.13482091]
  [-0.13060165]]

 [[-0.25660443]
  [-0.24357831]
  [-0.22996468]
  ...
  [-0.13482091]
  [-0.13060165]
  [-0.13787764]]

 ...

 [[-0.03305947]
  [-0.33027491]
  [-0.31744492]
  ...
  [-0.1779112 ]
  [-0.52035993]
  [-0.55332292]]

 [[-0.33027491]
  [-0.31744492]
  [-0.47981813]
  ...
  [-0.52035993]
  [-0.55332292]
  [-0.55292838]]

 [[-0.31744492]
  [-0.47981813]
  [-0.43528747]
  ...
  [-0.55332292]
  [-0.55292838]
  [-0.4216673 ]]]","[[[-0.29865757]
  [-0.2978435 ]
  [-0.29204935]
  ...
  [-0.23981628]
  [-0.21070962]
  [-0.17004094]]

 [[-0.2876928 ]
  [-0.29234165]
  [-0.2916881 ]
  ...
  [-0.21762526]
  [-0.19324395]
  [-0.16129221]]

 [[-0.27823994]
  [-0.28852552]
  [-0.29235294]
  ...
  [-0.19912677]
  [-0.1825452 ]
  [-0.16034639]]

 ...

 [[-0.27775952]
  [-0.45023346]
  [-0.5331164 ]
  ...
  [-0.03990391]
  [-0.23632833]
  [-0.42702627]]

 [[-0.36139593]
  [-0.5024251 ]
  [-0.53874093]
  ...
  [-0.21743698]
  [-0.42326352]
  [-0.5716415 ]]

 [[-0.47600752]
  [-0.5395445 ]
  [-0.49174976]
  ...
  [-0.38679636]
  [-0.55057925]
  [-0.6068966 ]]]","[[-0.11833309]
 [-0.12024581]
 [-0.12849925]
 ...
 [-0.53433573]
 [-0.578345  ]
 [-0.48175555]]","[[-0.28725094]
 [-0.27137166]
 [-0.25577152]
 ...
 [-0.02880582]
 [-0.12823732]
 [-0.30480054]]",[1.         1.04240977 1.04240977 ... 2.22650141 2.0055328  1.55785151],0.8,0.6666666666666666,1.0,,0,2,4
YAHOOA4,U_aer,A4Benchmark-TS41,0,OK,21.497865,False,61368e85-0,"[[59, 59], [325, 325], [524, 524], [598, 598], [638, 638], [683, 683], [783, 783], [851, 851], [1003, 1003], [1082, 1082], [1211, 1211], [1225, 1225], [1387, 1387]]",[   1    2    3 ... 1678 1679 1680],"[[[-0.09918054]
  [ 0.06095911]
  [ 0.2199915 ]
  ...
  [-0.06661291]
  [ 0.26527424]
  [ 0.44947174]]

 [[ 0.06095911]
  [ 0.2199915 ]
  [ 0.33861826]
  ...
  [ 0.26527424]
  [ 0.44947174]
  [ 0.02698992]]

 [[ 0.2199915 ]
  [ 0.33861826]
  [ 0.08062078]
  ...
  [ 0.44947174]
  [ 0.02698992]
  [ 0.2866494 ]]

 ...

 [[-0.14578745]
  [-0.02224823]
  [-0.4763425 ]
  ...
  [-0.36491419]
  [-0.62239982]
  [-0.71748627]]

 [[-0.02224823]
  [-0.4763425 ]
  [-0.47563988]
  ...
  [-0.62239982]
  [-0.71748627]
  [-0.6503929 ]]

 [[-0.4763425 ]
  [-0.47563988]
  [-0.54065944]
  ...
  [-0.71748627]
  [-0.6503929 ]
  [-0.65252155]]]","[[[ 0.12134835]
  [ 0.25211903]
  [ 0.28384605]
  ...
  [-0.09492583]
  [ 0.1217107 ]
  [ 0.25791582]]

 [[ 0.2887143 ]
  [ 0.3277872 ]
  [ 0.25134233]
  ...
  [ 0.15948516]
  [ 0.30745274]
  [ 0.33599246]]

 [[ 0.34563017]
  [ 0.27582806]
  [ 0.11881902]
  ...
  [ 0.2601445 ]
  [ 0.30774954]
  [ 0.24078   ]]

 ...

 [[-0.39058056]
  [-0.5739274 ]
  [-0.6319062 ]
  ...
  [-0.18049154]
  [-0.38796717]
  [-0.5664424 ]]

 [[-0.56969106]
  [-0.6877976 ]
  [-0.64853656]
  ...
  [-0.43156558]
  [-0.6249926 ]
  [-0.71913356]]

 [[-0.61806357]
  [-0.64506084]
  [-0.51662385]
  ...
  [-0.626295  ]
  [-0.7342325 ]
  [-0.70611054]]]","[[ 0.2727598 ]
 [ 0.22537318]
 [ 0.05669412]
 ...
 [-0.6557005 ]
 [-0.6666825 ]
 [-0.5248399 ]]","[[-0.08471781]
 [ 0.12105871]
 [ 0.28965294]
 ...
 [-0.08954489]
 [-0.27842557]
 [-0.4035287 ]]",[1.         1.10922151 1.10922151 ... 1.71560377 1.59462903 1.46413158],0.0,0.0,0.0,,0,13,0
